gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,PaperlessBilling,MonthlyCharges,Churn
Female,No,No,No,50,Fiber optic,No,Yes,No,Yes,Yes,Yes,100.2,No
Male,Yes,Yes,No,1,Fiber optic,Yes,No,No,No,No,Yes,80.3,Yes
Male,No,Yes,No,33,DSL,No,No,No,No,No,Yes,44.55,No
Male,No,Yes,Yes,64,Fiber optic,Yes,Yes,Yes,No,No,Yes,91.8,No
Female,No,No,No,1,Fiber optic,No,No,Yes,No,No,Yes,74.9,Yes
Female,No,Yes,No,6,DSL,No,No,No,No,No,No,50.35,No
Male,No,Yes,Yes,13,DSL,No,No,No,No,Yes,Yes,64.75,No
Female,No,No,No,23,Fiber optic,No,Yes,No,No,Yes,Yes,98.7,No
Male,Yes,Yes,No,31,Fiber optic,Yes,No,No,No,Yes,No,89.45,No
Male,No,No,No,29,DSL,Yes,Yes,No,Yes,No,Yes,58.75,No
Female,No,Yes,No,56,Fiber optic,No,No,No,No,Yes,Yes,85.6,No
Female,No,No,No,63,DSL,Yes,Yes,Yes,Yes,No,Yes,80.3,No
Male,No,Yes,No,63,DSL,No,No,Yes,Yes,Yes,No,79.8,No
Male,Yes,Yes,Yes,24,Fiber optic,Yes,No,No,No,No,Yes,79.85,No
Male,Yes,Yes,No,36,DSL,No,No,Yes,Yes,No,No,54.1,No
Female,Yes,No,No,9,Fiber optic,No,No,No,No,Yes,Yes,80.85,Yes
Male,No,No,No,3,DSL,No,No,No,No,No,No,24.75,Yes
Female,No,Yes,No,21,DSL,Yes,No,Yes,Yes,Yes,No,80.9,No
Male,No,No,No,66,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,114.3,No
Female,No,No,No,45,Fiber optic,Yes,Yes,No,No,Yes,Yes,100.3,No
Female,No,Yes,No,22,Fiber optic,No,No,No,No,Yes,Yes,80.0,No
Female,No,Yes,No,68,Fiber optic,No,No,Yes,No,Yes,Yes,89.95,No
Female,Yes,No,No,49,Fiber optic,No,No,Yes,No,No,Yes,90.85,Yes
Female,Yes,No,No,4,DSL,No,No,No,No,No,No,48.75,No
Male,No,Yes,No,63,DSL,Yes,Yes,Yes,Yes,No,No,80.0,No
Female,No,Yes,No,2,Fiber optic,No,Yes,Yes,No,No,No,79.7,Yes
Male,No,Yes,Yes,55,DSL,Yes,Yes,No,Yes,No,No,57.55,Yes
Male,No,No,No,30,Fiber optic,Yes,No,No,No,Yes,Yes,100.4,No
Male,No,Yes,Yes,22,DSL,Yes,Yes,No,Yes,No,Yes,57.95,No
Female,No,No,No,9,DSL,No,No,No,Yes,Yes,Yes,59.5,No
Female,No,Yes,No,21,Fiber optic,No,No,No,No,No,Yes,86.5,Yes
Male,No,No,No,19,DSL,No,No,Yes,Yes,No,No,59.55,No
Female,No,Yes,Yes,69,Fiber optic,No,Yes,Yes,No,Yes,Yes,103.95,Yes
Male,Yes,No,No,1,DSL,No,No,No,No,No,Yes,25.1,Yes
Female,No,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,103.95,No
Male,No,Yes,Yes,70,DSL,Yes,No,Yes,No,Yes,No,68.95,No
Female,No,No,No,66,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,103.1,No
Female,No,Yes,Yes,7,DSL,No,No,No,No,No,Yes,24.7,No
Female,Yes,Yes,Yes,46,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,110.2,No
Male,No,No,No,39,DSL,Yes,Yes,No,Yes,Yes,Yes,48.95,Yes
Female,No,Yes,Yes,32,DSL,No,Yes,Yes,No,No,No,62.45,No
Male,No,No,No,24,Fiber optic,No,Yes,Yes,No,No,Yes,89.55,No
Male,No,Yes,Yes,6,Fiber optic,No,Yes,No,No,No,Yes,83.55,Yes
Female,No,No,No,37,DSL,Yes,Yes,Yes,Yes,Yes,Yes,78.9,No
Female,No,Yes,Yes,72,DSL,Yes,No,Yes,No,Yes,Yes,71.45,No
Male,Yes,Yes,No,71,DSL,Yes,Yes,Yes,Yes,No,No,46.35,No
Female,No,Yes,No,16,Fiber optic,No,Yes,No,No,Yes,Yes,94.65,No
Female,No,Yes,No,57,DSL,Yes,No,Yes,Yes,No,Yes,49.9,No
Female,Yes,No,No,17,Fiber optic,No,Yes,Yes,No,Yes,Yes,89.15,Yes
Male,No,Yes,No,66,DSL,Yes,Yes,Yes,No,No,Yes,66.1,No
Female,No,Yes,No,17,DSL,No,Yes,No,No,Yes,Yes,75.4,No
Male,No,No,Yes,1,Fiber optic,No,No,No,No,No,Yes,70.45,Yes
Male,No,Yes,No,58,DSL,Yes,Yes,Yes,No,No,No,60.3,Yes
Male,No,No,No,27,DSL,Yes,No,Yes,Yes,Yes,No,69.35,No
Male,No,Yes,No,34,Fiber optic,No,Yes,No,No,No,No,88.85,No
Male,No,No,No,30,Fiber optic,No,Yes,No,No,Yes,Yes,97.0,No
Male,No,No,No,33,DSL,No,Yes,Yes,No,Yes,Yes,66.4,No
Male,No,No,Yes,1,DSL,No,No,No,No,No,No,24.75,Yes
Male,No,Yes,Yes,14,DSL,Yes,Yes,No,No,No,No,69.2,No
Female,No,No,Yes,16,Fiber optic,No,No,No,Yes,No,Yes,79.5,No
Female,No,No,No,49,Fiber optic,No,No,Yes,Yes,Yes,No,100.65,No
Male,No,Yes,Yes,19,Fiber optic,No,No,Yes,Yes,Yes,No,103.3,Yes
Female,No,Yes,Yes,70,DSL,Yes,Yes,Yes,Yes,Yes,No,79.7,No
Female,No,Yes,Yes,32,DSL,Yes,Yes,No,Yes,No,No,61.4,No
Female,No,No,No,18,Fiber optic,No,No,No,No,No,Yes,69.8,No
Male,No,No,No,37,DSL,Yes,Yes,No,Yes,No,Yes,40.55,No
Female,No,No,No,4,Fiber optic,No,No,No,No,No,Yes,75.65,No
Female,No,Yes,No,16,Fiber optic,Yes,Yes,Yes,No,No,No,90.7,No
Male,No,Yes,No,17,Fiber optic,No,Yes,No,No,No,Yes,80.5,No
Female,No,No,Yes,19,DSL,Yes,Yes,Yes,No,No,Yes,60.6,No
Male,No,Yes,No,60,Fiber optic,No,No,Yes,No,Yes,No,101.15,No
Male,No,No,No,43,DSL,No,Yes,No,No,No,Yes,60.0,No
Male,No,No,No,3,Fiber optic,No,No,No,No,Yes,Yes,78.5,Yes
Female,No,No,No,1,DSL,No,No,No,No,No,No,44.75,No
Female,No,No,No,63,Fiber optic,Yes,Yes,Yes,No,Yes,No,98.0,No
Male,Yes,No,No,3,Fiber optic,No,No,No,No,Yes,Yes,79.9,Yes
Male,No,Yes,No,68,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,107.7,No
Female,Yes,No,No,30,Fiber optic,No,Yes,No,No,Yes,Yes,99.7,Yes
Female,No,No,No,60,Fiber optic,No,Yes,Yes,No,Yes,No,104.7,No
Male,No,No,No,15,DSL,No,Yes,No,Yes,No,Yes,58.6,Yes
Male,Yes,No,No,45,Fiber optic,No,No,No,No,Yes,Yes,93.9,No
Female,No,Yes,No,70,DSL,Yes,Yes,Yes,Yes,Yes,No,86.45,No
Male,No,Yes,No,10,Fiber optic,No,No,Yes,No,Yes,Yes,98.5,Yes
Female,No,No,No,1,DSL,No,No,Yes,No,No,Yes,50.45,Yes
Male,No,Yes,Yes,22,Fiber optic,Yes,No,No,No,No,No,75.0,No
Male,No,Yes,Yes,38,Fiber optic,No,Yes,Yes,No,Yes,Yes,94.65,Yes
Female,No,No,No,1,Fiber optic,No,Yes,No,No,Yes,Yes,100.25,Yes
Male,No,Yes,No,18,Fiber optic,No,No,Yes,Yes,No,No,78.2,No
Male,No,No,No,29,Fiber optic,No,No,No,Yes,Yes,Yes,94.2,No
Female,No,No,No,16,Fiber optic,No,No,Yes,No,No,Yes,88.45,Yes
Male,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,69.85,Yes
Male,No,No,No,12,Fiber optic,Yes,No,Yes,No,No,No,81.7,Yes
Male,No,No,No,31,DSL,No,No,Yes,No,Yes,Yes,50.05,No
Male,No,No,No,4,Fiber optic,No,No,No,No,No,Yes,79.9,Yes
Female,No,Yes,No,48,DSL,No,No,Yes,Yes,No,Yes,69.55,No
Male,No,No,No,50,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,90.1,No
Male,No,No,No,7,DSL,No,No,No,No,No,Yes,44.65,No
Male,Yes,Yes,No,41,Fiber optic,Yes,No,Yes,No,No,Yes,83.75,Yes
Male,No,Yes,Yes,68,Fiber optic,Yes,No,Yes,No,No,No,80.35,No
Female,Yes,Yes,No,26,Fiber optic,No,No,Yes,No,Yes,Yes,98.1,No
Male,No,No,No,57,DSL,No,No,Yes,Yes,Yes,No,53.35,No
Male,No,Yes,Yes,19,DSL,Yes,No,No,No,No,Yes,48.95,No
Female,No,No,No,3,DSL,No,No,No,No,Yes,Yes,54.2,No
Female,No,Yes,No,1,Fiber optic,No,No,No,No,No,Yes,69.4,Yes
Male,No,Yes,No,42,DSL,Yes,No,No,No,Yes,Yes,40.15,No
Female,No,No,No,7,Fiber optic,No,No,No,No,No,Yes,74.9,Yes
Male,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,70.35,No
Male,No,Yes,No,66,DSL,Yes,Yes,Yes,Yes,Yes,No,91.7,No
Female,No,No,No,61,Fiber optic,No,No,Yes,No,No,No,89.2,No
Female,Yes,Yes,No,42,Fiber optic,Yes,No,No,No,No,Yes,74.15,Yes
Female,No,Yes,Yes,64,DSL,No,Yes,No,No,No,Yes,53.85,No
Female,Yes,Yes,No,54,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,115.6,No
Male,No,No,No,3,Fiber optic,No,Yes,No,No,No,No,84.3,No
Female,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,70.1,Yes
Female,No,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,No,89.75,No
Male,Yes,Yes,No,60,Fiber optic,No,Yes,Yes,No,Yes,Yes,97.95,No
Female,No,No,Yes,12,Fiber optic,Yes,No,No,No,No,Yes,78.3,Yes
Male,No,Yes,Yes,61,Fiber optic,No,Yes,Yes,Yes,Yes,No,103.9,No
Male,No,No,No,55,Fiber optic,No,No,No,No,Yes,Yes,96.8,Yes
Female,No,No,No,17,Fiber optic,Yes,Yes,No,No,Yes,Yes,94.4,Yes
Male,Yes,Yes,No,72,DSL,No,Yes,Yes,Yes,Yes,No,77.35,No
Female,No,No,No,8,DSL,Yes,No,No,Yes,No,No,66.05,No
Female,No,No,No,1,Fiber optic,No,Yes,No,No,Yes,No,84.3,Yes
Female,No,No,No,38,DSL,No,Yes,No,Yes,No,No,68.15,No
Male,No,No,Yes,17,DSL,No,Yes,Yes,Yes,Yes,No,80.85,No
Female,Yes,No,No,70,DSL,No,Yes,Yes,Yes,Yes,Yes,75.5,No
Female,Yes,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,No,92.45,Yes
Female,No,No,No,28,Fiber optic,No,No,No,No,No,Yes,80.6,No
Female,No,No,No,15,Fiber optic,No,Yes,No,No,Yes,Yes,83.2,No
Male,No,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,87.55,No
Female,Yes,Yes,No,11,Fiber optic,No,No,Yes,No,Yes,Yes,99.55,Yes
Male,Yes,No,No,8,Fiber optic,No,No,Yes,No,No,Yes,81.25,Yes
Female,No,Yes,No,57,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,109.4,No
Female,No,Yes,No,46,DSL,Yes,Yes,No,No,Yes,No,45.55,No
Male,Yes,Yes,No,10,Fiber optic,Yes,No,No,No,No,No,75.3,No
Male,No,Yes,No,23,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,99.25,Yes
Male,No,No,No,32,Fiber optic,Yes,Yes,Yes,No,No,Yes,93.4,No
Male,No,No,No,13,Fiber optic,Yes,No,No,No,No,Yes,73.75,No
Female,No,No,No,39,Fiber optic,No,No,Yes,Yes,No,Yes,80.45,Yes
Female,No,No,No,44,Fiber optic,No,Yes,Yes,No,Yes,Yes,88.15,No
Male,Yes,No,No,9,DSL,No,No,No,Yes,No,No,49.2,No
Male,No,Yes,Yes,9,Fiber optic,No,No,Yes,No,No,Yes,79.35,Yes
Female,No,No,No,15,Fiber optic,No,Yes,No,No,No,Yes,79.75,Yes
Female,No,Yes,No,71,Fiber optic,No,Yes,Yes,No,Yes,Yes,105.15,No
Male,No,No,No,1,DSL,No,No,No,Yes,No,No,49.0,No
Female,No,Yes,Yes,30,Fiber optic,No,No,Yes,No,Yes,Yes,100.05,Yes
Male,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,69.35,Yes
Male,No,Yes,No,17,DSL,No,Yes,No,No,Yes,Yes,49.8,No
Female,No,No,No,3,Fiber optic,No,No,No,Yes,No,No,85.8,Yes
Male,No,Yes,Yes,67,DSL,Yes,No,Yes,No,Yes,Yes,79.7,Yes
Female,Yes,No,No,1,DSL,No,No,No,No,No,No,50.55,Yes
Female,Yes,Yes,No,32,Fiber optic,No,No,Yes,No,No,No,79.3,No
Male,No,Yes,No,1,Fiber optic,No,No,No,No,Yes,Yes,80.55,Yes
Female,No,No,No,1,DSL,No,No,No,No,No,No,44.15,No
Female,No,Yes,Yes,12,Fiber optic,No,Yes,Yes,No,No,Yes,84.5,Yes
Male,No,Yes,Yes,62,Fiber optic,Yes,Yes,No,No,Yes,Yes,105.5,No
Female,No,No,No,22,Fiber optic,No,Yes,No,No,No,Yes,84.3,Yes
Female,No,No,Yes,17,Fiber optic,No,Yes,Yes,Yes,No,Yes,92.7,No
Male,No,Yes,Yes,56,Fiber optic,No,Yes,No,Yes,Yes,Yes,96.95,No
Male,No,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,115.8,No
Male,No,No,No,20,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,108.2,No
Male,No,No,No,2,Fiber optic,No,No,No,No,No,Yes,67.75,Yes
Male,No,No,No,53,DSL,No,No,Yes,Yes,Yes,No,54.9,No
Female,Yes,No,No,27,Fiber optic,No,No,No,No,No,Yes,85.25,Yes
Male,No,Yes,Yes,9,Fiber optic,No,No,Yes,No,Yes,Yes,90.35,No
Female,No,Yes,Yes,8,DSL,No,Yes,No,No,No,No,55.75,No
Female,No,Yes,Yes,71,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,114.6,No
Female,No,No,No,10,Fiber optic,No,Yes,No,No,No,Yes,80.05,Yes
Female,No,Yes,No,71,DSL,Yes,Yes,Yes,Yes,Yes,No,66.8,No
Male,No,Yes,No,68,Fiber optic,No,Yes,No,Yes,Yes,Yes,100.3,No
Male,No,No,No,34,Fiber optic,No,Yes,No,Yes,Yes,Yes,105.35,No
Male,No,No,No,26,Fiber optic,No,Yes,Yes,Yes,No,Yes,85.2,No
Female,No,No,No,22,DSL,Yes,No,No,No,No,Yes,48.8,Yes
Female,No,Yes,No,20,Fiber optic,No,No,No,No,No,Yes,69.8,No
Female,No,Yes,No,60,Fiber optic,No,Yes,Yes,No,Yes,Yes,106.15,No
Female,Yes,Yes,No,72,Fiber optic,No,Yes,Yes,No,Yes,Yes,105.75,No
Female,Yes,Yes,No,62,Fiber optic,Yes,No,Yes,No,Yes,Yes,104.85,No
Female,No,No,No,10,DSL,No,No,No,Yes,No,Yes,60.95,No
Male,No,No,No,31,Fiber optic,No,Yes,No,No,No,Yes,81.15,No
Male,No,Yes,Yes,70,DSL,Yes,Yes,Yes,Yes,Yes,Yes,90.15,No
Female,No,Yes,No,71,DSL,Yes,Yes,Yes,Yes,Yes,No,90.1,No
Male,Yes,No,No,69,DSL,Yes,No,Yes,Yes,No,No,74.1,No
Female,Yes,No,No,1,Fiber optic,No,No,No,No,No,Yes,85.05,Yes
Female,No,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,118.75,No
Female,No,Yes,No,26,Fiber optic,No,No,No,Yes,No,No,85.9,No
Female,No,Yes,No,33,Fiber optic,No,No,Yes,Yes,No,Yes,95.0,No
Female,Yes,No,No,57,Fiber optic,Yes,No,Yes,Yes,No,No,101.3,No
Female,No,Yes,Yes,21,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,102.8,Yes
Female,No,Yes,Yes,68,DSL,No,Yes,Yes,Yes,Yes,No,85.3,No
Male,No,No,No,18,Fiber optic,No,No,Yes,No,Yes,Yes,89.6,No
Female,No,No,No,6,Fiber optic,No,No,Yes,Yes,Yes,Yes,99.95,Yes
Male,No,No,No,18,DSL,Yes,No,No,No,No,No,56.25,No
Female,No,Yes,Yes,52,DSL,No,No,Yes,No,No,Yes,50.95,No
Male,No,Yes,Yes,56,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,115.85,No
Male,No,No,No,45,Fiber optic,No,No,Yes,Yes,Yes,Yes,103.65,No
Male,No,Yes,No,3,DSL,Yes,No,No,Yes,No,No,35.1,No
Male,Yes,No,No,65,Fiber optic,No,Yes,Yes,No,Yes,Yes,99.1,No
Male,No,Yes,No,63,DSL,No,Yes,No,Yes,No,No,67.25,No
Male,No,No,Yes,1,DSL,No,No,No,Yes,No,Yes,59.55,No
Male,No,No,No,55,DSL,No,No,Yes,No,Yes,Yes,77.8,No
Male,No,Yes,Yes,25,DSL,No,No,No,Yes,No,Yes,55.1,No
Male,No,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,117.8,Yes
Female,No,No,Yes,65,DSL,No,Yes,No,Yes,Yes,No,45.25,No
Female,Yes,No,No,54,Fiber optic,No,Yes,No,No,No,Yes,79.5,Yes
Female,No,Yes,No,72,DSL,Yes,Yes,No,Yes,No,No,64.75,No
Male,No,Yes,No,21,DSL,No,No,No,No,Yes,No,54.6,No
Male,Yes,No,No,4,Fiber optic,No,No,Yes,No,Yes,Yes,94.75,No
Male,No,Yes,No,3,Fiber optic,No,No,No,Yes,No,Yes,79.65,Yes
Male,No,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,115.8,No
Female,No,No,No,6,DSL,Yes,No,No,No,No,Yes,49.45,No
Male,No,No,No,52,Fiber optic,No,No,Yes,No,No,Yes,83.8,No
Male,Yes,Yes,No,69,Fiber optic,No,Yes,Yes,No,No,Yes,95.35,No
Male,No,No,No,8,Fiber optic,No,No,Yes,No,Yes,Yes,94.7,Yes
Female,Yes,No,No,8,Fiber optic,No,No,Yes,No,No,Yes,74.05,No
Female,Yes,No,No,63,Fiber optic,No,No,Yes,No,No,Yes,89.6,No
Male,No,No,No,60,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,116.6,No
Female,No,Yes,No,12,DSL,Yes,No,No,Yes,No,No,54.2,No
Male,No,No,No,22,DSL,Yes,Yes,Yes,No,No,No,65.05,No
Male,No,No,No,5,Fiber optic,No,No,Yes,No,Yes,Yes,92.5,Yes
Male,Yes,Yes,No,71,DSL,Yes,Yes,No,Yes,Yes,Yes,71.0,No
Female,No,No,No,2,Fiber optic,No,No,No,No,No,Yes,75.55,Yes
Male,Yes,No,No,26,Fiber optic,No,No,No,No,Yes,Yes,93.6,No
Male,No,Yes,Yes,1,Fiber optic,No,No,No,No,No,Yes,70.0,Yes
Female,No,No,No,1,DSL,No,No,No,No,No,No,24.4,No
Male,No,Yes,Yes,65,DSL,Yes,No,No,Yes,Yes,Yes,74.8,Yes
Male,No,No,No,3,DSL,No,No,No,Yes,Yes,Yes,65.25,No
Male,No,No,No,13,DSL,No,No,No,Yes,No,Yes,50.55,No
Female,No,Yes,No,33,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.4,Yes
Female,No,No,No,1,Fiber optic,No,No,No,No,No,Yes,70.7,No
Male,No,Yes,Yes,4,DSL,No,No,No,No,No,No,45.25,No
Male,No,No,No,2,Fiber optic,No,No,No,No,No,Yes,70.3,No
Male,No,Yes,No,72,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,108.95,No
Female,No,No,No,15,Fiber optic,Yes,No,No,No,Yes,No,86.2,Yes
Female,No,Yes,Yes,30,DSL,No,No,No,Yes,Yes,No,51.2,Yes
Female,No,No,No,32,DSL,Yes,No,No,No,Yes,No,74.75,No
Female,No,Yes,Yes,22,Fiber optic,No,No,No,No,No,Yes,75.8,No
Male,No,Yes,No,42,DSL,No,No,No,No,No,Yes,25.1,No
Female,No,No,No,8,DSL,No,No,No,No,No,No,44.45,No
Female,No,Yes,Yes,65,Fiber optic,Yes,No,Yes,No,Yes,Yes,104.3,No
Female,No,Yes,Yes,70,DSL,Yes,Yes,Yes,Yes,Yes,Yes,89.0,No
Female,Yes,No,No,4,Fiber optic,No,No,No,No,No,Yes,74.9,Yes
Female,No,No,No,2,Fiber optic,No,No,No,No,No,No,74.9,Yes
Female,No,Yes,Yes,67,DSL,Yes,Yes,No,No,No,No,36.15,No
Female,No,No,Yes,2,DSL,Yes,No,No,No,No,Yes,61.2,No
Female,No,Yes,Yes,46,DSL,Yes,Yes,No,No,No,No,35.05,No
Female,No,No,No,25,Fiber optic,No,Yes,No,No,Yes,Yes,100.25,Yes
Male,No,No,Yes,13,DSL,No,No,No,No,No,No,44.0,No
Female,Yes,No,No,25,Fiber optic,Yes,Yes,No,No,Yes,Yes,102.8,Yes
Male,No,Yes,Yes,26,DSL,No,No,Yes,No,No,No,50.35,No
Male,No,No,No,43,Fiber optic,No,No,No,Yes,Yes,Yes,100.0,Yes
Male,No,Yes,No,10,Fiber optic,No,Yes,No,Yes,Yes,Yes,99.85,Yes
Female,No,No,Yes,2,Fiber optic,No,No,No,No,Yes,Yes,94.2,Yes
Female,No,Yes,No,72,DSL,Yes,Yes,No,Yes,Yes,Yes,86.4,No
Male,Yes,No,No,18,DSL,Yes,Yes,No,No,No,Yes,58.4,No
Male,Yes,No,No,9,Fiber optic,No,No,No,No,No,Yes,83.85,Yes
Female,Yes,No,No,27,Fiber optic,No,No,Yes,No,No,No,88.3,Yes
Male,No,No,No,24,Fiber optic,No,No,No,No,Yes,Yes,94.1,No
Male,No,No,No,69,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,104.05,Yes
Female,No,Yes,No,46,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,108.9,No
Female,Yes,No,No,72,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,107.4,No
Male,No,Yes,No,22,Fiber optic,No,No,Yes,No,Yes,Yes,94.7,Yes
Female,Yes,Yes,No,70,Fiber optic,Yes,No,No,No,No,Yes,90.85,No
Male,No,Yes,No,31,DSL,No,No,Yes,Yes,No,Yes,66.4,No
Female,Yes,Yes,No,56,Fiber optic,No,No,Yes,No,Yes,Yes,100.65,Yes
Female,No,Yes,Yes,16,Fiber optic,Yes,No,Yes,No,Yes,No,100.7,No
Female,No,No,No,59,Fiber optic,No,No,Yes,No,Yes,No,95.8,No
Male,No,Yes,No,72,Fiber optic,No,No,Yes,No,Yes,Yes,94.65,No
Female,Yes,Yes,No,66,DSL,No,Yes,Yes,No,Yes,Yes,80.55,Yes
Female,No,Yes,No,49,Fiber optic,Yes,Yes,Yes,Yes,No,No,106.65,No
Female,No,No,No,2,DSL,No,No,No,No,No,Yes,45.85,No
Male,Yes,No,No,21,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.35,No
Male,Yes,No,No,54,DSL,No,Yes,Yes,No,Yes,Yes,55.45,No
Male,Yes,Yes,No,24,Fiber optic,Yes,No,No,No,No,Yes,78.85,Yes
Male,No,No,No,1,DSL,Yes,Yes,No,No,No,No,61.15,No
Male,No,No,No,6,Fiber optic,Yes,Yes,No,No,No,Yes,78.95,No
Female,No,No,No,1,DSL,No,No,No,No,No,Yes,44.45,Yes
Male,No,No,Yes,49,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,109.2,No
Female,No,Yes,Yes,56,DSL,Yes,Yes,Yes,No,No,Yes,61.3,No
Female,Yes,No,No,56,Fiber optic,Yes,Yes,No,No,No,Yes,96.85,No
Female,No,Yes,Yes,6,DSL,No,Yes,Yes,Yes,No,No,40.55,No
Male,No,Yes,Yes,50,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,108.25,No
Male,No,Yes,Yes,58,Fiber optic,No,No,Yes,Yes,Yes,Yes,105.05,No
Female,No,Yes,Yes,65,DSL,Yes,Yes,Yes,Yes,Yes,Yes,90.45,No
Female,No,No,No,64,DSL,Yes,Yes,Yes,Yes,Yes,Yes,86.4,No
Female,No,Yes,No,66,DSL,Yes,Yes,Yes,No,No,No,66.9,No
Male,No,Yes,No,38,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,110.7,No
Male,No,No,No,36,Fiber optic,No,No,No,No,No,Yes,84.9,Yes
Male,Yes,No,No,64,Fiber optic,No,No,Yes,Yes,Yes,No,102.1,No
Female,No,No,No,60,DSL,No,Yes,Yes,Yes,Yes,Yes,70.15,No
Male,No,No,No,1,Fiber optic,No,Yes,No,No,No,Yes,74.35,Yes
Female,No,Yes,Yes,50,DSL,Yes,Yes,Yes,Yes,No,Yes,80.05,No
Male,No,No,No,1,DSL,No,No,Yes,Yes,No,No,62.05,Yes
Female,No,Yes,No,72,DSL,Yes,Yes,Yes,No,No,Yes,49.2,No
Male,No,No,No,46,DSL,Yes,No,Yes,Yes,No,No,38.25,No
Female,No,Yes,Yes,69,DSL,No,Yes,Yes,No,Yes,Yes,54.95,No
Male,Yes,No,No,31,Fiber optic,No,No,Yes,Yes,Yes,Yes,96.6,No
Male,No,Yes,No,12,Fiber optic,Yes,Yes,Yes,No,No,Yes,84.6,No
Male,No,Yes,Yes,39,DSL,Yes,No,Yes,Yes,Yes,No,80.0,Yes
Male,No,No,No,44,DSL,No,Yes,Yes,Yes,Yes,Yes,85.25,No
Female,No,Yes,Yes,56,DSL,Yes,Yes,Yes,Yes,Yes,No,81.25,No
Female,No,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,115.5,No
Male,No,No,No,5,Fiber optic,No,Yes,Yes,No,Yes,No,104.1,Yes
Female,No,No,No,11,Fiber optic,Yes,No,No,No,No,Yes,79.0,No
Male,Yes,Yes,No,24,DSL,Yes,No,No,No,No,No,39.1,Yes
Female,Yes,Yes,No,15,Fiber optic,No,Yes,No,No,Yes,Yes,94.65,No
Male,No,Yes,No,56,DSL,No,Yes,Yes,No,No,No,59.5,No
Female,No,Yes,No,34,Fiber optic,No,No,Yes,No,Yes,Yes,100.45,No
Male,No,No,No,2,Fiber optic,No,No,No,No,No,Yes,76.5,Yes
Male,No,No,No,5,DSL,No,No,No,Yes,No,Yes,49.2,Yes
Male,No,No,No,9,DSL,Yes,Yes,Yes,No,No,No,39.55,No
Female,No,Yes,Yes,4,Fiber optic,No,No,No,No,No,No,80.85,Yes
Male,No,Yes,No,33,Fiber optic,No,No,No,No,Yes,No,91.25,No
Male,No,No,No,31,DSL,Yes,Yes,Yes,Yes,Yes,Yes,72.45,No
Male,No,No,No,1,DSL,No,Yes,No,Yes,No,No,60.1,Yes
Male,No,No,No,1,Fiber optic,No,No,No,No,Yes,Yes,78.95,Yes
Male,No,Yes,Yes,66,DSL,Yes,Yes,Yes,Yes,Yes,Yes,75.1,No
Male,Yes,No,No,34,Fiber optic,No,No,No,No,No,No,69.15,No
Female,No,Yes,Yes,58,Fiber optic,No,Yes,Yes,No,Yes,Yes,91.55,No
Male,No,No,No,2,DSL,No,No,No,No,No,Yes,45.15,Yes
Male,No,No,No,37,DSL,No,No,No,No,Yes,No,35.8,No
Female,No,No,No,71,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,113.15,No
Female,No,No,No,3,Fiber optic,No,No,No,No,Yes,Yes,79.4,Yes
Female,No,Yes,Yes,69,DSL,No,Yes,Yes,Yes,No,No,59.1,No
Male,No,No,No,44,DSL,No,Yes,Yes,No,Yes,Yes,53.95,Yes
